,address_1_a,address_1_b,address_2_a,address_2_b,age_a,age_b,date_of_birth_a,date_of_birth_b,first_name_a,first_name_b,last_name_a,last_name_b,phone_number_a,phone_number_b,soc_sec_id_a,soc_sec_id_b,state_a,state_b,street_number_a,street_number_b,town_a,town_b,zipcode_a,zipcode_b
3434,murranji street,murranki ltreet,,,34.0,42.0,19270801,19270801,noah,noah,noble,noble,02 96037030,02 96037030,4310863,4310863,nsw,nsw,10,10,surry hills,surry hills,4503,4503
3435,girdlestone circuit,girdlestone circuit,,,29.0,29.0,19320404,19302044,ned,ned,nguyen,ngueyn,04 76114589,04 76114589,7335232,7335232,qld,qld,29,29,pakenham,pakenham,6280,6208
3436,fink crescent,fink crescent,rowethorpe,rowethorpe,34.0,34.0,19051126,19051156,jack,jack,scime,scime,07 64925080,,5929971,5929971,vic,vic,12,,sunshine north,sunshine north,6058,6058
3437,phillis place,phillis place,,,33.0,28.0,19980515,19980515,james,jamsd,howie,howie,04 93605476,04 93605476,8704512,8704512,nsw,nsw,131,131,maclean,maclean,2440,2440
3438,woodfull loop,woodfull loop,targonga,targonga,28.0,28.0,19651005,19651005,alana,alanaa,erdeljac,erdeljac,04 07097532,04 07097532,4743026,4749026,qld,qld,24,24,mount eliza,mount eliza,7248,7242
3439,wettenhall circuit,wettenhall circuit,,,30.0,30.0,19040228,19040228,luke,luke,weller,weludr,02 92959433,02 92959433,3796694,3796694,qld,qld,178,178,annandale,annandale,2360,2360
3440,maribyrnong avenue,maribyrnong venue,,,,,19121211,19121111,aaliyah,aaliyah,clarke,clarke,07 25200540,07 25200540,7657892,7657982,nsw,nsw,1,1,bonnells bay,bonnellh bay,2571,2571
3441,hannan crescent,hannan crdscent,,,11.0,11.0,19140215,19140215,,,nguyen,nguyen,07 23197500,07 23197500,3059875,3059875,nsw,nsw,10,60,tumbarumba,tumbarumba,5108,5108
3442,archibald street,archibaldstreet,burrawong park,,,,19030413,19030413,blayke,blayke,wheatley,wheatley,04 44100460,04 44100460,9798941,9796914,qld,qld,27,27,aspley,aspley,2015,2015
3443,sirius place,siriusulace,,,29.0,29.0,19350223,19350223,cooper,cooper,girdler,girdler,07 36926374,07 36926374,3002684,3002684,vic,vic,10,10,proserpine,proserpine,2318,2320
3444,heagney crescent,heagney crescent,,,26.0,26.0,19430319,19430319,natasha,natasha,wiseman,wisenan,03 35663070,03 35663070,1000442,1000442,vic,vic,18,18,wahroonga,wahroongah,2536,2536
3445,weekes close,weeke s close,,,30.0,30.0,19620223,19620913,levi,l.,green,green,04 83663329,04 83663329,1770194,1770194,vic,vic,61,61,barraba,barraba,6110,6110
3446,goodwin street,goodwin street,,,32.0,32.0,19940911,19940910,georgia,georginq,brooker,brooke,03 83646522,03 83646522,9153444,9153444,act,act,10,10,toowoomba,toowoomba,2640,2640
3447,macnaughton street,macnaughton street,omaha,omaha,36.0,31.0,19450113,19450113,,,berry,berrv,02 38685825,02 38685825,6647277,6647277,qld,qld,55,55,melton south,melton south,3051,3051
3448,wardill close,wardill close,,,31.0,31.0,19180430,19184430,gianni,gianni,blackwell,blackwell,07 01124101,07 01124101,7921337,5274173,vic,vix,2,2,gorokan,gorokan,4805,4805
3449,clianthus street,clianthus street,,,22.0,22.0,19770401,19770401,alex,alex,dixon,dixojon,02 86587712,02 86587712,7078175,7078175,qld,qld,145,1,brighton,brighton,5251,5251
3450,burrinjuck crescent,burrinjuck crescent,,,23.0,23.0,19000830,19000830,danielle,danielle,kwiatek,kwizcek,03 01384426,03 01384426,9119218,9119218,nsw,nsw,457,467,narooma,narooam,2251,2251
3451,andrew crescent,andrew drewcent,aldinga beach court,aldinga beach court,33.0,33.0,19840812,19840812,daniel,daniel,rundle,rundle,,,8625124,8625124,vic,bic,46,48,burleigh heads,burleigh heads,5048,5048
3452,jefferis street,jefferis street,burundah,burundsh,37.0,37.0,19390527,19390527,edward,edward,chittleborough,chittleborough,03 23947958,03 23947958,6873800,6873800,nsw,nsw,229,219,dulwich hill,dullwich hill,2567,2576
3453,robertson street,robertson street,,,27.0,27.0,,,brandon,b.,andrae,andre,02 47721008,02 47721008,7302038,7302028,qld,qld,3,3,ermington,ermgngton,3013,3013
3454,currie crescent,currie crescent,,,,,19791215,19791315,jassim,jassim,gnesel,gnesel,02 07709238,02 07709238,8031069,8031069,nsw,nss,104,124,loganlea,logawnlea,3183,3183
3455,namatjira drive,namatjira drive,,omaru,36.0,36.0,19370701,19370701,benjamin,passmore,passmore,benjamin,07 98063483,07 98003483,4802914,4802914,vic,vic,5,5,cable beach,cable beach,7248,7248
3456,limestone avenue,limestone avenue,,,35.0,29.0,19580917,19580917,george,geore,miles,miles,04 34578095,04 34578095,2833096,2833096,,,112,114,curl curl,curl curl,5072,5072
3457,waller crescent,waller crescent,deuverney,deuverney,10.0,10.0,19360609,19360609,jacqueline,jacquenine,switalski,switafski,04 00363546,04 00363546,4503896,4503896,qld,qld,41,41,ormeau,ormeau,5158,5158
3458,bushby place,bushbydpoace,,,36.0,36.0,19431106,19431106,jake,jamr,tassis,tassis,03 14178039,03 14178039,1690427,1690427,,,5,5,riverwood,riverwood,3187,3187
3459,vonwiller crescent,vonwiller crescent,range road,range road,10.0,,19341031,19341231,,,timbrell,timbrell,03 06283759,03 06283759,8573885,8573885,nsw,nsw,6,3,woy woy,woy woy,7250,7250
3460,o'loghlen street,o'loghlen street,,,,,19310315,19310315,ashleigh,ashleigh,stephenson,stephehson,07 02255464,07 02255464,8665998,8665998,qld,,108,108,annandale,annandafe,2196,2196
3461,allchin circuit,allchin corcuit,,,27.0,27.0,19320907,19329007,kynan,kynan,neumann,neumann,07 15234469,07 15234469,2582166,2582166,nsw,nss,26,26,tuggerawong,tugggerawong,3168,3168
3462,ellerston avenue,ellerston avenue,,,8.0,8.0,19161102,19166102,talia,talia,schembri,schemguri,02 79335503,02 79335503,6615861,6615861,,,17,17,waterloo,waterlo,5081,5081
3463,bernacchi street,bernacchi street,,,11.0,11.0,19300921,19300921,lachlan,lachlan,elrick,elrick,02 90967657,,3753825,3753285,sa,sn,7,7,albury,alubury,2777,2777
3464,grieve place,grieve place,wurtulla shopping vlge,wurtulla shopping vlge,,27.0,,,leah,leah,clarke,clarke,08 35883907,08 35883907,6557553,6557553,nsw,nswc,99,9960,elermore vale,elermore vale,3047,3047
3465,alawa street,alawa street,,,25.0,25.0,19471128,19471528,matthew,matthew,campbell,,03 53526273,03 53526273,6805433,6805433,vic,vic,2,2,adamstown heights,adamstown heights,6163,6163
3466,stanfield close,stanfieldrclose,colooli village,,10.0,10.0,19321225,19310122,claudia,claudia,campbell,campbell,02 14049345,02 14049345,4466593,4466593,nsw,nsw,6,6,llanarth,llanarth,4702,4702
3467,bennelong crescent,bennelong crescent,ellerslee,,36.0,36.0,19910501,19910501,archer,archer,orchard,orchrad,,,4176378,4176378,wa,qld,19,19,collie,collie,3153,3153
3468,elliott street,streetelliott,raaf,,9.0,9.0,19021112,,jesse,jesse,white,white,08 46049876,08 46049876,2674183,2674183,vic,vic,11,11,marion,marion,4510,4510
3469,david street,davidwgteet,uc-dai-loi,uc-dai-loi,43.0,43.0,19710831,19710831,mark,mark,clarke,clarke,02 34044859,02 34044859,8359742,8359742,act,,288,288,wanneroo,wanneroo,2756,2756
3470,mcclelland avenue,mcclelland avenue,,,23.0,23.0,19701115,19701115,shana,shna,cranefield,cranefivld,04 92569158,04 92569158,1841782,1841782,vic,vics,26,26,briar hill,briar hill,3555,
3471,katz place,katz place,boonberry,boonberry,29.0,29.0,19490323,,mackenzie,mackenzie,beaty,beaty,03 68410365,03 68410365,4897410,4897410,wa,wa,78,4,baroota,baroota,2135,2135
3472,lewis luxton avenue,lewis luxtov avenue,,,27.0,26.0,19501002,19501002,mitchell,mitchell,mcphie,mcphie,08 16738303,08 16738303,4327365,4323675,nsw,nsw,24,24,flemington,flemington,2256,2256
3473,petre place,petre ppace,burnside,,28.0,28.0,19860711,19860711,fynn,fynn,wallent,wallkent,08 77888048,08 77888048,4598785,4598785,,,18,17,coutts crossing,coutts crossing,4020,4020
3474,pierces creek street,pierces creek street,,,25.0,25.0,19451112,19451112,madison,madison,white,whiw,02 95762921,02 95736921,2272030,2272030,vic,vic,1,1,,,3087,3087
3475,gangele street,gangele street,,,29.0,29.0,19640509,19471119,braedon,braedon,stening,stedkng,02 68110917,02 68110917,8196697,8196697,tas,tas,39,39,mulwala,mulwala,3121,3121
3476,loton place,loton place,devonport vacation vlge,caravn park,32.0,26.0,19800227,19800227,emiily,emiily,naess,naess,07 66895777,07 66895777,9139846,9139846,wa,wa,33,33,nambour,nambour,4078,4078
3477,mchugh street,mchugh street,,burnie north west private hospital,,,19080411,19080411,alessandria,alessanydria,nowlan,nowlan,08 22099010,08 22099010,5570357,5570357,vic,vic,12,163,eumundi,eumundi,3591,3591
3478,duggan street,duggan street,r/mead rptr,,12.0,12.0,19490227,19490227,alice,a.,paterson,paterson,03 02976492,03 02976492,9439598,9439598,nsw,nsw,72,8,toolijooa,tooliojoa,7320,7320
3479,burdekin avenue,burdekin avenue,avenue road,avenue road,13.0,15.0,19760928,19760428,zachary,zachary,baynes,baynes,07 16312608,07 16396208,5140720,5140720,nsw,nsw,69,69,miami,miami,5252,5252
3480,herron crescent,herron crescent,garden creek,garden creek,38.0,38.0,19860821,19860821,courtney,courtney,clarke,clafie,03 08922245,03 08922245,1998900,1998900,nsw,nsw,20,2,crows nest,crows nest,2257,2257
3481,chewings street,chewings street,talasea,talasea,,,19481214,19418214,alexander,alexander,clarke,clarke,04 24450147,04 24450147,9826062,9826062,nsw,nsw,38,39,hamilton,hamilton,2155,2175
3482,rubicon street,rubicon street,,,22.0,22.0,19570629,19570699,alivia,alivia,white,white,07 95399719,07 95399719,7930262,7930262,nsw,nsw,236,246,somerset,somdrset,3226,3262
3483,tobin place,tobin place,,,30.0,33.0,19211130,19211130,lachlan,lachlan,greenacre,greenace,04 87718635,04 87718635,3635915,3635915,nsw,nszw,3,3,slacks creek,slacks creek,2312,2312
3484,willoughby crescent,willoughby crescent,westfalls,westfalls,12.0,12.0,,,william,willizm,wang,wang,02 98529997,02 98529997,3340159,3304519,wa,wa,37,3,blayney,blayney,2322,2322
3485,harland place,,,,40.0,40.0,19690601,19691001,stephanie,stephanie,ryan,ryan,02 35030812,02 35030812,7539780,7539780,vic,vic,145,145,whyalla jenkins,whyalla jenkins,7300,7300
3486,groveland crescent,groveland crescent,,,,21.0,19190810,19190810,blake,blayk,ceiley,ceiley,08 94257786,08 94257786,6007492,6070492,vic,vic,10,10,yamba,yamba,2360,2360
3487,kesteven street,kestevengwstreet,vincent court,vincent court,20.0,20.0,19480521,19480251,jordan,jorqdan,coffey,coffey,08 51063689,08 51063689,7428480,7428480,qld,qld,5,5,loveday,loveday,2565,2565
3488,alma close,alma clse,,,10.0,10.0,19330804,19330804,connor,jack,noble,nobkle,08 26477553,08 26477553,5339868,5339868,nsw,nsw,11,12,moruya,moruya,3106,3106
3489,hinckley place,hinckley olace,,,11.0,11.0,,,hayden,hayden,campbell,cambell,04 52133101,04 52133101,7640661,7646016,nsw,nsw,20,20,devonport,devonport,5000,5000
3490,alexandria street,alexandria street,,,34.0,34.0,19650504,19650504,olivia,olivi,cavinagh,cavijagh,03 19072856,03 19072856,8378421,8378421,vic,vic,17,17,st albans,st albans,2118,2118
3491,nealie place,nealiepdlace,albion,albion,34.0,34.0,19910520,19910520,lucy,lucy,frolow,frolow,07 69752135,07 69752135,9774243,9774243,tas,was,42,424,yarrawonga,yarrawonga,6168,6168
3492,gardiner street,gardinersstreet,surfrider carvn park,surfrider carvn park,28.0,28.0,19620519,19627019,megan,megan,blachnicki,blachincki,04 16617274,04 16617274,7884083,7884083,nsw,nsw,70,70,sandy bay,sandy bay,4165,4165
3493,mount stromlo road,mount stromlo road,,,41.0,9.0,19570611,19570611,kyle,kyl,stuber,stubers,03 94521123,03 94521123,9529874,9529874,,,64,64,albury,albury,2154,2154
3494,vizard street,vizard street,,,27.0,27.0,19490808,19490808,luke,l.,white,whbive,07 89629039,07 89629039,6511365,6511365,,,14,14,blakeview,blakevksew,2122,2122
3495,hyndes crescent,hyndes yrescent,,,32.0,32.0,19530716,19530716,kane,kane,wiemann,wieamnn,08 26326702,08 26326702,9581906,9581906,vic,vic,55,541,dianella,dianella,4800,4800
3496,quamby place,quambykplace,john flynn hospital,,29.0,,19270211,19270211,jack,jack,noack,noack,08 57904145,08 57904145,6226768,6220768,nsw,nsw,22,22,hyde park,hyde park,2154,2154
3497,sullivan crescent,sullivan c rescent,,,26.0,26.0,19320207,19322007,james,james,carbone,carbone,04 62364158,04 62364158,1761561,1761561,qld,qld,103,103,daw park,daw park,4207,4207
3498,padbury street,padbury street,holmeleigh,holmeleigh,42.0,42.0,19221007,19221007,ryan,r.,cadwallader,cadwallsder,02 64138053,02 64138053,7606203,7606203,nsw,nsw,192,11,hoppers crossing,hoppers crossing,3111,3111
3499,skinner street,skinner street,,,33.0,33.0,19510110,19510110,sophie,sopje,singleton,singleton,03 32013577,03 32013577,7806621,7806621,vic,vic,1,1,north hobart,north sxobart,7000,7000
3500,goldfinch circuit,goldfinch circuit,lakeside gardens tallwoods village,lakeside gardens tallwoods village,31.0,31.0,19620702,19627003,jack,j.,stanley,stanley,07 59164241,07 59164241,5496358,8963671,tas,tas,23,23,new town,new town,3227,3227
3501,lalor street,lalor street,,,22.0,29.0,19290311,19290311,lauren,laurem,bem,bem,02 68678274,02 68678274,3986594,3986594,nsw,nsw,33,33,pakenham,pakenham,6232,4319
3502,carina street,carina sreet,doctors flat,doctors flat,27.0,27.0,19710421,19240528,chelsea,chelsea,voskulen,voskulen,08 96178483,08 96178483,3799879,3799879,vic,vid,20,20,smythes creek,smythes creek,2290,2290
3503,finniss crescent,finniss crescent,,,31.0,31.0,19330802,19330802,teagan,teagan,murtha,murftgha,03 36105643,03 36105643,3946043,3940653,qld,qld,12,12,wingham,wingham,6107,6107
3504,sprent street,sprent street,brentwood village,,33.0,33.0,19070825,19070824,micaela,micaela,white,white,04 31354765,04 31354765,4120653,4120153,,,20,20,canterbury,canterbury,2025,2025
3505,cuthbertson crescent,cuthbertson crescent,,,21.0,21.0,19680830,19680830,timothy,timotgy,stephenson,stephdnson,03 09566717,03 09566717,7694371,7694371,qld,qld,165,168,glenmore park,glenmore park,2009,2009
3506,chuculba crescent,chuculba crescent,,,,,19961228,19961228,melinda,melinda,hyland,hylnd,07 01260025,07 01260025,4648887,4648887,nsw,nswy,21,21,malvern,malvefrun,2611,2611
3507,ferdinand street,ferdinand treet,,,30.0,,19551105,19551205,annalise,annalise,stanley,stanley,04 61614518,04 61614518,2066328,2066328,nsw,nsw,13,13,bundamba,bundamba,5034,5034
3508,dampier crescent,dampier crescent,st francis vlge,st francis vlge,25.0,25.0,19701127,19701137,leah,leah,deakin,deakin,07 51063794,07 51061794,9421487,9421487,wa,ws,39,39,mill park,mill parrk,3912,3912
3509,eyre street,eyre street,coolangatta airport,coolangatta airport,,,19231203,19131223,emiily,grubb,grubb,emiily,07 56171778,07 56171778,5756063,5756063,qld,qld,488,408,clovelly,clovelly,6027,6027
3510,,,,,28.0,28.0,19760630,19768630,cameron,cameron,perre,perre,03 72860734,03 72860734,1658118,1658118,nsw,nsw,29,214,roselands,roseland,6173,6173
3511,flinders way,,hazel hill,hazel hill,30.0,30.0,19070101,19070101,sophie,sophie,clarke,clarke,08 30508637,08 30508637,6944806,8548215,qld,qld,32,2,concord,concord,4567,4567
3512,lansell circuit,lansellcurcuit,,,33.0,33.0,19620625,19620625,matthew,matthew,neveceral,neveceral,03 92104225,03 92104225,3559229,3559229,qld,qld,714,,clifton grove,clifton grove,4573,4573
3513,cheel place,cheel place,,,26.0,26.0,19350111,19350111,callum,callum,stine,stne,07 28326720,07 28326720,9022930,9029930,wa,wa,70,70,cranbourne,cranbourne,6210,6210
3514,collings street,collings street,,moodwood angus stud,,,19230514,19230524,madison,madison,reid,rdif,02 58205946,02 58205946,2116423,2116423,nsw,nsw,62,62,vermont south,vermont south,5021,5021
3515,ducane street,ducane street,,,19.0,19.0,19640503,19640503,keira,keira,mccarthy,mccarthy,04 77452438,07 74859572,1527027,1527072,nsw,nsw,12,12,west lakes,westlakes,2565,2565
3516,leane street,leane stfeet,,,8.0,8.0,19440405,19440445,alexander,alexanpder,dimmack,dimmack,02 12861144,02 12861414,2196764,2196764,sa,sa,5,5,salisbury plain,salisbury plain,4740,4740
3517,wheeler crescent,wheeler cescent,,,31.0,31.0,19950718,19959708,zachary,zachary,westerbeek,westrebeek,03 43719699,03 43719699,5482063,5482063,nsw,nsw,33,33,emerald,emerald,4216,4216
3518,hannaford street,hannaford street,,,,,19670907,19670907,nicholas,nichoas,rees,rees,07 01077504,07 01077504,8953815,8953815,wa,ws,15,15,ashgrove,ashgvroe,3103,3103
3519,penton place,penton place,australia fair medical west centre,australia fair medical west centre,37.0,37.0,19980204,19980204,gabrielle,g.,white,wight,04 10123943,04 10132943,6952237,6952237,nsw,nsw,25,25,lockhart,lockhorat,4066,4066
3520,nungara street,nungara street,,,29.0,29.0,19680708,19869708,robert,robert,ryan,ryan,07 20273030,07 20273030,6872989,6872989,nsw,nsw,14,199,charlestown,charlestown,2230,2230
3521,port jackson circuit,,nanjomara,,33.0,33.0,19670516,19670516,hugh,hugh,tilker,tilker,03 50360200,03 50680200,7854499,7854499,qld,qld,18,18,evans head,evans head,7303,7303
3522,palmer street,palmer street,,,29.0,29.0,19180311,19180321,jaime,jaime,grosvenor,grosvenor,04 46217663,04 46217663,6414719,6414719,vic,vic,35,7,kingaroy,kingaroy,3146,3146
3523,belconnen way,belconnen way,,,,,19470730,19470730,oscar,sca,manson,manson,08 33688443,08 33688443,7084082,7084082,nsw,nsx,7,7,klemzig,klemzig,3220,3200
3524,scantlebury crescent,scantlebuty crescent,,,11.0,11.0,19920828,19920828,felicity,felicity,burford,burford,07 56422091,07 56422091,1120872,1120872,vic,vic,43,4,sunshine beach,sunshinebeach,3051,3051
3525,la perouse street,la perouseustreet,,mawingo,30.0,3.0,19691109,19691109,tommi-lee,tommi-lee,galbraith,galbraith,07 15382651,07 15382651,4309727,4309727,,,7,1,mermaid waters,mermaid waters,4505,4505
3526,folingsby street,,mt butler street,mt butler street,28.0,81.0,19190311,19190131,channing,c.,bagot,bagot,07 53797720,07 53797720,2083512,2083512,vic,vic,26,26,whittington,whittington,4055,4055
3527,kingsford smith drive,kingsford smith drive,flower growers,flower growers,,,19890908,19890948,harrison,hariso,tuckwell,tuckwell,04 84560268,04 84560268,2707470,2707470,nsw,nsw,8,7,maribyrnong,maribyrnong,5290,5290
3528,de burgh street,de burg h street,wheller garden,wheller garden,26.0,26.0,19500624,19500724,marianne,marianne,everett,everett,04 20622281,04 20622281,9170259,9160959,nsw,nsw,11,11,norwood,norwood,2428,2428
3529,stephens place,stephens place,clonturkle,clonturkle,28.0,82.0,19241222,19241222,ashlee,ashkee,verco,verco,04 63929837,04 63929837,5419968,5419968,nsw,nsw,143,103,hamilton,hamilton,2560,2567
3530,cole street,cole street,villa 87 henry kendall bayside,villa 87 henry kendall bayside,,,19171211,19161121,elijah,elijah,webb,webg,03 14128780,03 14128780,5475346,5475346,vic,vic,13,13,view bank,view bank,3021,3201
3531,greenway street,greenway street,,,34.0,34.0,19921019,19291019,michael,micah,campbell,campbel,04 24380471,04 24380471,5605047,5605047,sa,sa,41,431,carrara,carrara,6107,6107
3532,simpson street,simpson yreet,,,32.0,33.0,,,cooper,cooper,gillard,gillard,,,6586367,6586367,qld,qlf,104,104,mermaid waters,mermaid waters,3616,3616
3533,fink crescent,fink crescent,,,21.0,21.0,19250414,,sophie,sophie,gowling,gowlinbg,03 80185043,03 80815043,8994266,8994266,qld,qld,5,5,,,6152,6152
3534,charvin court,charvin court,kayannie,,31.0,31.0,,,breana,brianna,webb,webb,04 94003444,04 94003444,8741966,8741966,nt,nt,2,2,cooranbong,cooranbong,3556,3586
3535,unaipon avenue,unaipon avenue,,,27.0,27.0,19601010,19601010,alex,alex,white,whitr,07 18379094,07 18379094,9185422,9185422,qld,qsd,30,306,minto,minto,2088,2088
3536,strachan place,strachan place,mountview,mountview,35.0,35.0,19631220,19631220,solomon,solomon,peachey,peacbey,02 05696505,02 05696505,4535320,4535320,sa,,377,376,broadbeach waters,broadbeach waters,2541,2541
3537,badimara street,badimara street,,,29.0,29.0,19220211,19221011,lucy,,donaldson,donadlson,04 70966100,04 70966100,1040679,1040679,tas,tas,41,41,north ward,north ward,3095,3095
3538,coglin place,coglin place,,,24.0,24.0,19310103,19312003,danika,danika,marchiori,marchiori,03 27421747,03 27421747,6222368,6222368,nsw,nzw,33,33,plympton south,plymptojn south,5076,5076
3539,jondol place,jondol place,wonkinya,wonkinya,27.0,27.0,19070911,19070971,rhys,rhy,bowerman,bowerman,03 31644034,03 31644034,9613884,9631848,vic,vic,1,1,kedron,kedron,3136,3136
3540,ponsford place,ponsford place,deridgeree,antelle park,20.0,,19310329,19310329,jye,jye,yeoman,yeoman,03 26184977,03 26184977,2559174,2559174,vic,viv,1,1,parkdale,parkdale,3192,3192
3541,southern cross drive,southern cross drive,warraberry,warraberrr,26.0,26.0,19410711,19410811,emiily,emiily,mrvelj,mrvekj,03 66861971,03 66861971,9658840,9658840,nsw,nsv,3,3,windaroo,windaroo,6057,6057
3542,cumpston place,cumpston place,,,24.0,24.0,19810912,19819912,zachary,zachary,laurikainen,laurikainen,,,8862927,8862927,nsw,nsw,142,142,dover,doer,2540,2540
3543,oxley street,oxley street,,,30.0,30.0,19130226,,kiera,kier,reid,reid,07 03647787,07 03647787,4333362,4333362,,,232,233,mirrabooka,mirrabooka,2843,2843
3544,holley place,,medcl cntr (cnr queen s street,medcl cntr (cnr queen s street,11.0,11.0,19070402,19070502,emiily,emiily,gallan,gallan,04 06553295,04 06553295,8679693,8679763,nsw,nsw,126,126,pakenham,pakenham,2010,2010
3545,dobbie place,dobbiep lace,,,37.0,37.0,19541008,19540188,sophie,sophie,doman,doman,02 97000569,02 97000569,8117597,8117597,vic,vic,66,6,albury,albury,3037,3037
3546,chipperfield circuit,chipperfield circuit,ballymannin,ballymannin,36.0,73.0,19010809,19010809,charlotte,charlotte,weidenhoffer,weidenho vfer,08 45236447,08 45236447,6757508,6757508,qld,qld,17,17,,,,
3547,hartung crescent,hartung ctescent,,,29.0,29.0,19460418,19460118,diamond,diamond,thorpe,thorpe,08 91016511,08 91016511,7136240,7132640,vic,vic,35,35,altona north,altona north,4163,4136
3548,jenke circuit,jenke circuit,crosshills,crosshills,27.0,27.0,19191110,19191200,kelsey,kelsey,borges,borhew,08 79444481,08 79444481,2682088,2682088,nsw,nsw,35,35,bellevue hill,bellevue hill,2170,2170
3549,banfield street,banfield street,walmarie,,,,19590610,19590610,ned,nef,hingston,hingston,02 35901607,02 27668487,4544115,4544115,sa,sa,1,1,surry hills,surry hills,4211,4211
3550,bertel crescent,bertel crescent,,,24.0,,19380714,19380714,joshua,joshua,binns,binns,02 18971403,02 18971403,9661790,9663190,nsw,nsw,18,10,swan hill,swan hill,6006,6006
3551,wynn street,wynn street,,,30.0,3.0,19210402,19210402,jye,vandenbosch,vandenbosch,jye,04 71686927,04 71686927,3419868,3419668,qld,qld,4,4,lower templestowe,lower templestowe,3046,3046
3552,preston street,preston street,mount marion,mount marion,33.0,43.0,19721120,19721120,,,hersey,hersey,07 70282190,07 70282190,9314897,9312897,nsw,nsw,105,105,bundamba,bundamba,3444,3444
3553,hobby place,hobby place,,,19.0,19.0,19350214,19160116,larissa,larissa,marine,marimex,02 47332359,02 47332359,1300729,1300729,nsw,nsw,13,13,bawley point,bawleypoint,2107,2107
3554,dyurra garden,dyurra garden,bass view,bass view,33.0,,19970625,19970625,amber,amber,ribeiro,ribeiro,03 79691858,03 79691858,2463404,2463404,vic,vic,6,7,mosman,mosmna,2763,2763
3555,cambridge street,cambridge street,,,32.0,32.0,19120825,19120825,mitchell,mitchell,kiss,kasac,02 30092136,02 30092136,2552858,2552858,nsw,nsw,3,3,iluka,iluka,2526,2526
3556,saywell place,,,,23.0,23.0,19750222,19750222,leon,leon,sioson,sioson,03 10488488,03 10488488,7629849,7629849,nsw,nsw,5,7,toowoomba,toowoomba,3107,3107
3557,canberra avenue,canberrabavenue,,,33.0,33.0,19700618,19700018,jaden,jadn,newton-smith,newton-smith,,,9944389,9944389,wa,wa,51,51,brewarrina,brewarrina,6430,6430
3558,marshall street,marshall street,north star holiday resort,north star holiday resort,8.0,8.0,,,zachary,c.,crossman,zachary,02 10823858,02 10823858,1887375,1887375,sa,sa,602,62,brunswick west,brunswick west,2566,2566
3559,hyndes crescent,hyndes creescent,,,30.0,31.0,19650204,19650204,mia,mia,malin,maklin,08 01022194,08 01022194,1569971,1569971,nsw,nsw,35,35,mermaid waters,mermaid waters,4121,4121
3560,marou place,marou place,,,31.0,31.0,19010630,19010630,mia,min,fitzpatrick,fitzpalrick,03 65316014,03 65316014,1097607,1097607,sa,,57,57,mill park,mill park,6150,6150
3561,cumpston place,,,,27.0,21.0,19640422,19640422,brodie,brodie,hoggan,hoggan,07 39608586,07 39608586,1118087,1118087,,,473,473,banks,banks,3585,3585
3562,warby place,warby place,nindawarri,nindawarri,,,19760328,19760238,rachel,,longo,longo,04 20672285,04 20678225,3648068,3648068,nsw,nsw,17,17,rivett,rivett,3931,3931
3563,earle place,earle place,,,13.0,,19970413,19970413,fiona,fiona,baillie,baillie,02 94677067,02 94679067,1230681,1230681,vic,vic,55,54,bunbury,bunbury,2146,2146
3564,moyes crescent,moyes cescent,glenhurst,glenhurst,33.0,33.0,19960609,19960609,emiily,emiily,dunstone,dunstone,03 05008516,03 05008516,5247459,5247459,nsw,nsw,29,29,forest hill,forest hill,3429,3422
3565,leason close,leasonbcrose,ningana hostel,ningana hostel,,,19480608,19486008,andrew,andrew,buttrose,buttrose,03 38969274,03 38969274,6623105,6623105,sa,ska,63,63,jerrabomberra,jerrabomberra,3249,3249
3566,findlay street,findlay jstreet,,,9.0,,19451221,19451221,liana,l.,seppelt,seppelt,03 80018706,03 80018706,4279496,4279496,qld,qld,60,60,coalcliff,coalliff,4500,4500
3567,solly place,solly place,wallerwaugh,wallerwaugh,22.0,22.0,19200824,,luke,luke,allister,allister,07 45988045,07 45988045,6312162,6312162,nsw,nsw,58,59,woy woy,woyuwyo,2011,2011
3568,mcgivern crescent,mcgivern qrescent,,,13.0,13.0,19741001,,jacob,g.,needham,needham,03 78955522,03 78955522,6781008,6781008,qld,qld,10,10,revesby,revesby,2229,2229
3569,canberra avenue,canberra avenue,,,31.0,63.0,19580506,19580506,holly,hollie,hingston,hingston,07 69543824,07 69543824,9148366,9148366,tas,tas,17,17,tweed heads,tweed hedas,3148,3148
3570,,,knox retirement village,knox retirement village,,,19000618,19009018,jamie,jamie,schuster,schuser,08 13681399,08 13681399,5272918,5272918,nsw,,10,10,coldstream,coldstream,4034,4034
3571,shenton crescent,shenton crescent,,,27.0,26.0,19111107,19111107,kyle,kyl,papandreou,papandreou,04 28288678,04 28258878,2577664,2577664,qld,qld,62,62,wangi wangi,wangi wangi,4670,4670
3572,northcott drive,northcott drive,,,35.0,35.0,19160514,19160514,caitlin,caitkin,mew,mew,04 01905740,04 01905740,1761637,1761637,nsw,nsw,8,9,broome,broome,3925,3925
3573,joyce place,joyce place,,,25.0,2.0,19171203,19171203,xepheren,xepheeen,kooymans,kooymans,,,8640253,8640153,nsw,nsw,14,14,padstow,padstow,5214,5214
3574,chewings street,chewingw street,,,31.0,31.0,19441023,19441623,zakariah,zakariah,fitzpatrick,fitzpatrick,02 38751201,02 38751201,7040545,7040545,vic,vic,6,20,labrador,labrador,2783,2783
